station_id,station_name,longitude,latitude,elevation,start_date,end_date
caCSMI,San Miguel  California,-116.973611111,32.685,129.54,2002-03-01,2015-12-31
caCSNL,San Luis NWR  California,-120.793888889,37.1822222222,19.812,2002-03-01,2015-12-31
caCSNR,Santa Rita            California,-120.597777778,36.3477777778,1524.0,1991-10-01,2015-12-31
caCSOL,Soldier Mountain California,-121.585555556,40.9258333333,1130.808,1990-05-01,2015-12-31
caCSOM,Somes Bar              California,-123.495833333,41.39,280.416,1988-12-01,2015-12-31
caCSP1,Surprise Portable  California,-120.058333333,41.1708333333,1584.96,2001-09-01,2006-01-31
caCSP2,Surprise Portable (2)  California,-120.038611111,41.1888888889,1584.96,2003-02-01,2005-10-31
caCSP3,Surprise Valley  California,-120.156666667,41.6202777778,1386.5352,2005-12-01,2015-12-31
caCSPK,Smith Peak  California,-120.100833333,37.8005555556,1179.576,2012-06-01,2015-12-31
caCSPQ,San Pasqual  California,-117.012222222,33.0913888889,77.724,2005-12-01,2015-12-31
caCSQD,Sacramento NWR QD  California,-122.183888889,39.4461111111,28.956,2004-12-01,2015-10-31
caCSQS,Squaw Springs       California,-117.568333333,35.37,1103.376,1991-09-01,2015-12-31
caCSQU,Squaw Lake         California,-114.494444444,32.9083333333,91.44,1986-04-01,2015-12-31
caCSRH,San Rafael Hills  California,-118.2125,34.1941666667,539.496,2004-12-01,2015-12-31
caCSRI,Santa Rosa Island     California,-120.077777778,33.9777777778,395.6304,1990-04-01,2015-12-31
caCSRO,Santa Rosa Plateau California,-117.230555556,33.5286111111,603.504,1993-04-01,2015-12-31
caCSRP,Scott Rvr - Portable  California,-122.855555556,41.6,1219.2,1995-06-01,1995-12-31
caCSRS,Santa Rosa California,-122.711944444,38.4786111111,175.5648,1991-03-01,2015-12-31
caCSRT,Saratoga Spring  California,-116.422222222,35.6805555556,60.3504,2013-03-01,2015-12-31
caCSS1,Sunset  California,-117.690833333,34.2097222222,1692.5544,2002-11-01,2003-04-30
caCST2,STF02 Portable  California,-120.059722222,37.7561111111,762.0,2003-09-01,2010-07-31
caCSTA,Stampede            California,-120.075,39.4833333333,2093.0616,1991-07-01,2015-12-31
caCSTF,Steely Fork  California,-120.527777778,38.6261111111,1221.0288,2005-12-01,2015-12-31
caCSTO,Stonyford    California,-122.575,39.3669444444,365.76,1994-07-01,2015-12-31
caCSTS,Cottage  California,-120.229166667,38.3461111111,1846.4784,2007-01-01,2015-12-31
caCSUF,Sugarloaf (SHF)   California,-122.438333333,40.9166666667,1280.16,1999-11-01,2015-12-31
caCSUG,Sugarloaf          California,-118.675,36.7266666667,2474.976,1992-07-01,2015-10-31
caCSUM,Summit Camp California,-120.288333333,38.49,1097.28,1989-06-01,1991-12-31
caCSVA,Spring Valley California,-122.436388889,37.5625,327.66,1998-10-01,2015-12-31
caCSWE,Sweetwater California,-121.485,37.3966666667,655.32,1994-11-01,1998-05-31
caCSYS,Santa Ysabel  California,-116.671111111,33.1108333333,890.016,2009-10-01,2014-05-31
caCTAL,Talega  California,-117.485833333,33.4780555556,366.6744,2001-05-01,2012-10-31
caCTAN,Tanbark             California,-117.760555556,34.2069444444,792.48,1986-02-01,2015-12-31
caCTAR,Target Range California,-117.358888889,33.3722222222,279.8064,1992-10-01,2011-07-31
caCTE2,Temescal (LPF)  California,-118.755555556,34.4805555556,347.472,2001-07-01,2015-07-31
caCTEM,Temescal   California,-118.6,34.4833333333,323.088,1985-01-01,1991-09-30
caCTHO,Thomes Creek California,-122.609722222,39.8644444444,316.992,1990-05-01,2015-12-31
caCTHS,Thousand Oaks  California,-118.87,34.21,242.316,2002-06-01,2012-12-31
caCTIM,Timber Mountain  California,-121.298055556,41.6294444444,1511.808,2002-08-01,2015-12-31
caCTM2,Temescal (CNF)  California,-117.482777778,33.7625,342.9,2000-01-01,2011-12-31
caCTMC,Temescal #2 (CNF)  California,-117.496666667,33.7561111111,452.9328,2010-07-01,2015-12-31
caCTOM,Mount Tom California,-119.178333333,37.3761111111,2748.6864,1999-08-01,2015-12-31
caCTON,Tonner Canyon  California,-117.822222222,33.9475,408.432,2004-12-01,2015-12-31
caCTOP,Topanga  California,-118.606111111,34.1361111111,487.68,2011-06-01,2015-12-31
caCTRA,Las Trampas California,-122.066944444,37.8338888889,536.448,1994-04-01,2015-12-31
caCTRE,Trench 1  California,-118.911111111,38.1613888889,2072.64,1998-01-01,2002-01-31
caCTRI,Trinity Camp California,-122.804444444,40.7863888889,1008.2784,1996-04-01,2015-12-31
caCTRM,Trimmer California,-119.305,36.9111111111,469.392,1999-06-01,2015-12-31
caCTRU,Truckee Airport California,-120.133333333,39.3166666667,1795.272,1987-07-01,1990-12-31
caCTUO,Gaylor Meadow      California,-119.318333333,37.8683333333,2825.496,1988-08-01,2011-07-31
caCTWI,Twisselman  California,-119.823333333,35.3625,985.1136,2005-12-01,2015-12-31
caCUHL,UHL / Hot Springs,-118.633333333,35.8888888889,1133.856,1996-03-01,2015-12-31
caCUND,Underwood  California,-123.495277778,40.7219444444,792.48,2002-08-01,2015-12-31
caCVAL,Valley Center California,-117.008611111,33.2372222222,452.0184,1990-05-01,2015-12-31
caCVAN,Van Bremmer          California,-121.793888889,41.6430555556,1502.0544,1993-06-01,2015-12-31
caCVAY,Valyermo  California,-117.851111111,34.4455555556,1152.144,2002-09-01,2015-12-31
caCVIS,Vista Grande  California,-116.808333333,33.8375,1432.56,2005-12-01,2015-12-31
caCVND,Vandenberg  California,-120.486111111,34.7586111111,320.04,2002-03-01,2015-12-31
caCWAK,Walker  California,-119.459166667,38.5652777778,1658.112,2001-04-01,2015-12-31
caCWAL,Walker Pass     California,-118.056944444,35.6647222222,1698.3456,1991-10-01,2015-12-31
caCWAR,Warm Springs        California,-118.578611111,34.5958333333,1502.664,1986-04-01,2015-12-31
caCWAW,Wawona        California,-119.651666667,37.54,1235.0496,2004-12-01,2015-12-31
caCWCN,Wood Canyon  California,-116.822222222,34.0088888889,1445.0568,2008-10-01,2010-12-31
caCWDY,Woody  California,-118.8325,35.7061111111,484.9368,2005-12-01,2015-12-31
caCWEA,Weaverville  California,-122.943333333,40.735,640.08,1998-07-01,2005-08-31
caCWEE,Weed Airport California,-122.453888889,41.4788888889,893.064,1990-05-01,2015-12-31
caCWES,Westwood California,-120.9,40.3066666667,1767.84,1990-05-01,2015-12-31
caCWHC,White Cloud          California,-120.8375,39.3166666667,1316.736,1993-02-01,2015-12-31
caCWHH,Whittier Hills California,-118.01,33.9838888889,289.56,1999-05-01,2015-12-31
caCWHI,White Horse         California,-121.583333333,39.5166666667,1036.32,1995-06-01,1996-04-30
caCWHS,Whiskeytown HQ#2  California,-122.527222222,40.6105555556,414.528,2010-06-01,2015-05-31
caCWHT,Whitmore  California,-121.899444444,40.6194444444,736.7016,1990-05-01,2015-12-31
caCWIL,Wiley Ridge  California,-118.840833333,34.3716666667,501.396,2003-10-01,2015-12-31
caCWLS,Wilson Canyon  California,-115.995,33.9761111111,937.26,2013-05-01,2015-08-31
caCWMT,Warner Mt - Portable  California,-120.863888889,41.8277777778,1676.4,1995-08-01,1995-08-31
caCWOF,Wofford Heights  California,-118.498888889,35.7216666667,960.12,1997-12-01,2015-12-31
caCWOL,Wolverton  California,-118.703333333,36.445,1597.152,1996-06-01,2015-12-31
caCWOO,Woodacre  California,-122.644722222,37.9905555556,426.72,2003-05-01,2015-12-31
caCWPK,Whitaker Peak  California,-118.740277778,34.5686111111,1255.776,1999-10-01,2015-12-31
caCWPS,Walker Passe  California,-118.025555556,35.6625,1590.1416,2005-12-01,2015-12-31
caCWSS,Westside  California,-124.0525,41.2233333333,393.4968,2004-12-01,2015-12-31
caCWWO,White Wolf         California,-119.65,37.8511111111,2446.02,1988-08-01,2015-12-31
caCWWR,White Water  California (22-C),-116.657222222,33.9491666667,776.0208,2009-02-01,2015-09-30
caCYOL,Yolla Bolla         California,-123.065,40.3383333333,2059.5336,1990-09-01,2015-12-31
caCYUC,Yucca Valley California,-116.407777778,34.1233333333,993.648,1990-05-01,2015-12-31
caCYUR,Yurok  California,-123.8575,41.2897222222,150.876,2002-10-01,2015-12-31
coC2BX,Second Box  Colorado,-107.321388889,37.3516666667,2292.096,2001-06-01,2005-05-31
coC9JR,9J Road  Colorado,-105.224444444,39.1586111111,2538.0696,2002-08-01,2005-06-30
coCBAI,Bailey                 Colorado,-105.339444444,39.3794444444,2420.112,1995-03-01,2015-12-31
coCBBP,Big Bear Park  Colorado,-107.729444444,37.4961111111,3169.92,2004-12-01,2015-12-31
coCBDR,Sugarloaf  Colorado,-105.361388889,40.0180555556,2052.2184,2001-05-01,2015-12-31
coCBIG,Big Horn             Colorado,-106.200555556,37.0202777778,2540.2032,1993-05-01,2015-12-31
coCBLA,Black Canyon  Colorado,-107.686944444,38.5427777778,2609.088,1997-06-01,2015-12-31
coCBLK,Black Mountain  Colorado,-105.284166667,37.8616666667,2737.7136,2003-07-01,2015-12-31
coCBLU,Blue Park          Colorado,-106.779166667,37.7977777778,3139.44,1992-09-01,2015-12-31
coCBMK,Benchmark  Colorado,-108.566666667,37.7666666667,2823.6672,1985-07-01,1990-04-30
coCBRC,Bear Creek  Colorado,-105.960833333,38.4425,2743.2,2011-05-01,2015-12-31
coCCCD,Canon City (CCDBLMFTS1)  Colorado,-105.021111111,38.1869444444,1755.648,2002-03-01,2008-04-30
coCCCI,Colorado City  Colorado,-104.869166667,37.9477777778,1886.712,2002-11-01,2015-12-31
coCCHE,Cheeseman          Colorado,-105.267222222,39.1813888889,2286.0,1987-02-01,2015-12-31
coCCHN,Chapin  Colorado,-108.489166667,37.1994444444,1885.7976,1999-09-01,2015-12-31
coCCLC,Calico  Colorado,-108.521944444,40.3769444444,2048.256,2005-12-01,2015-09-30
coCCNC,Canon City  Colorado,-105.681388889,38.2869444444,2493.8736,2001-04-01,2008-06-30
coCCOC,Corral Creek  Colorado,-105.464722222,39.64,2502.408,2001-04-01,2015-12-31
coCCOP,Copper Gulch         Colorado,-105.484444444,38.3138888889,2365.248,1991-05-01,2015-12-31
coCCOT,Cottonwood Basin        Colorado,-108.277777778,38.5730555556,2200.656,1991-05-01,2015-12-31
coCCPP,Carpenter Peak  Colorado,-105.084166667,39.4191666667,2154.0216,2012-05-01,2015-12-31
coCCPT,Carpenter Ridge Colorado,-109.046944444,38.4594444444,2465.2224,1998-12-01,2015-12-31
coCCRO,The Crown             Colorado,-107.093055556,39.3527777778,2530.7544,1991-05-01,2015-12-31
coCCUC,Cuchara  Colorado,-104.921388889,37.0969444444,2533.8024,2000-04-01,2015-12-31
coCDEA,Dead Horse         Colorado,-107.378611111,40.0786111111,2731.008,1985-01-01,2015-12-31
coCDEE,Deep Creek  Colorado,-107.646944444,39.7736111111,2866.3392,2004-12-01,2015-12-31
coCDEM,Demaree  Colorado,-108.88,39.46,2181.4536,1995-11-01,2015-12-31
coCDEV,Devil Mtn          Colorado,-107.304722222,37.2269444444,2243.328,1989-08-01,2015-12-31
coCDIN,Dinosaur N.M.  Colorado,-108.910555556,40.5086111111,1816.608,1998-07-01,2015-12-31
coCDOW,Dowd Junction      Colorado,-106.451666667,39.6269444444,2742.5904,1985-07-01,2015-12-31
coCDRA,Dragon Road Colorado,-108.8875,39.9152777778,1920.24,1998-07-01,2015-12-31
coCDRG,Dry Gulch  Colorado,-106.545277778,39.9275,2194.56,2005-12-01,2015-09-30
coCDRY,Dry Lake           Colorado,-106.780833333,40.535,2535.936,1985-05-01,2015-12-31
coCDUM,Dumont  Colorado,-105.596944444,39.765,2430.1704,2005-12-01,2015-12-31
coCERN,Ernie Gulch        Colorado,-108.2,40.0458333333,2133.6,1984-07-01,2013-09-30
coCEST,Estes Park  Colorado,-105.55,40.3666666667,2383.536,2001-03-01,2015-12-31
coCFIH,Fish Hatchery  Colorado,-107.368055556,39.58,1875.1296,2002-07-01,2005-08-31
coCFMI,Four Mile  Colorado,-105.203888889,38.5405555556,1923.288,2005-12-01,2014-06-30
coCFRA,Franktown  Colorado,-104.750833333,39.3922222222,1876.9584,2010-03-01,2015-12-31
coCFTC,Ft. Carson          Colorado,-104.853888889,38.6586111111,2042.16,1994-02-01,2015-12-31
coCGRE,Great Divide          Colorado,-107.853333333,40.7577777778,2194.56,1991-05-01,2015-12-31
coCGUN,Gunsight           Colorado,-106.329166667,40.2091666667,2566.416,1987-10-01,2015-12-31
coCGYP,Gypsum                Colorado,-106.973055556,39.6952777778,2237.232,1991-05-01,2015-12-31
coCHAC,Hackett  Colorado,-105.295277778,39.0736111111,2822.1432,2002-08-01,2006-05-31
coCHAN,Hangman  Colorado,-106.916111111,39.9180555556,2387.8032,2004-12-01,2015-12-31
coCHMT,Horse Mountain        Colorado,-107.771944444,39.6919444444,2148.84,1991-05-01,1997-06-30
coCHRC,Harpers Corner         Colorado,-109.048333333,40.51,1859.28,1993-07-01,1997-06-30
coCHUM,Huntsman Mesa          Colorado,-107.088888889,38.3319444444,2865.12,1991-05-01,2015-12-31
coCHUN,Hunter Creek       Colorado,-108.316666667,39.7666666667,2231.136,1984-07-01,2015-12-31
coCINM,Independence Mountain  Colorado,-106.430833333,40.8969444444,2743.2,2009-06-01,2015-10-31
coCJAC,Jacks Canyon            Colorado,-108.579722222,38.7533333333,2334.768,1991-05-01,2015-12-31
coCJAY,Jay                Colorado,-107.736111111,38.8416666667,1889.76,1984-07-01,2015-12-31
coCJHL,Jones Hill  Colorado,-106.003333333,39.0413888889,2911.7544,2004-01-01,2015-12-31
coCKEN,Kenosha Pass  Colorado,-105.749722222,39.4108333333,3108.96,2004-12-01,2015-12-31
coCKYR,Keyser Ridge  Colordo,-106.036666667,39.8905555556,2560.32,2005-12-01,2015-12-31
coCLAD,Ladore             Colorado,-108.834722222,40.7391666667,1798.32,1987-06-01,2015-12-31
coCLGE,Lake George          Colorado,-105.355277778,38.9772222222,2281.428,1991-05-01,2015-12-31
coCLIT,Little Delores  Colorado,-108.944444444,38.9691666667,2071.4208,1995-11-01,2013-09-30
coCLOG,Logchute  Colorado,-107.915,37.3516666667,2514.6,2001-08-01,2015-12-31
coCLOO,Lookout Mountain  Colorado,-105.250277778,39.7241666667,2287.2192,2005-12-01,2015-12-31
coCLOS,Los Pinos Creek        Colorado,-106.7575,38.2133333333,2926.08,1991-05-01,1997-06-30
coCLPF,Lodge Pole Flats  Colorado,-106.349722222,39.1533333333,2938.272,2005-12-01,2015-12-31
coCLPK,Lost Park  Colorado,-105.542777778,38.3069444444,3247.9488,2005-12-01,2015-12-31
coCLUJ,Lujan                 Colorado,-106.567777778,38.2544444444,3399.7392,1994-09-01,2015-12-31
coCMAT,Matacat  Colorado,-105.375555556,39.0927777778,2684.9832,2002-07-01,2005-10-31
coCMCC,McClure Pass       Colorado,-107.284722222,39.1266666667,2748.6864,1985-07-01,2014-09-30
coCMCH,Manchester  Colorado,-105.138055556,39.1052777778,2587.4472,2004-12-01,2015-12-31
coCMES,Mesa Mountain        Colorado,-107.706944444,37.055,2249.424,1993-11-01,2015-12-31
coCMIT,Mitchell Canyon  Colorado,-107.358611111,39.6022222222,2852.928,2002-07-01,2005-08-31
coCMOC,Mockingbird    Colorado,-108.884166667,37.4744444444,1956.816,2004-12-01,2015-12-31
coCMRF,Morefield  Colorado,-108.413333333,37.3005555556,2383.536,1999-11-01,2015-12-31
coCNEE,Needle Creek  Colorado,-106.530277778,38.3894444444,2712.72,2002-09-01,2015-12-31
coCNOV,November 01  Colorado,-103.836666667,40.6313888889,1461.2112,1999-10-01,2013-03-31
coCNUC,Nucla                  Colorado,-108.558333333,38.2297222222,1786.128,1998-05-01,2015-12-31
coCOGU,Open Gulch  Colorado,-108.031111111,39.8866666667,2346.96,1992-05-01,1992-10-31
coCPCG,Pickle Gulch  Colorado,-105.516388889,39.8744444444,2859.024,2000-05-01,2015-12-31
coCPCY,Pinion Canyon    Colorado,-104.055555556,37.9055555556,1633.728,1997-08-01,2015-12-31
coCPIN,Pinto              Colorado,-108.459722222,40.0097222222,2115.312,1989-01-01,2015-12-31
coCPLH,Polhemus           Colorado,-105.131944444,39.2547222222,2646.5784,2005-06-01,2015-12-31
coCPNR,Pine Ridge         Colorado,-108.407222222,39.2602777778,2011.68,1988-09-01,2015-12-31
coCPOR,Porcupine Creek    Colorado,-106.646388889,40.0977777778,2712.72,1985-06-01,2015-12-31
coCPS4,PSF4  Colorado,-105.355,38.9783333333,2469.1848,2002-07-01,2003-07-31
coCPUO,Pueblo  Colorado,-104.334444444,38.275,1420.368,1994-03-01,1994-07-31
coCRAG,Ragmug                Colorado,-108.227777778,38.4611111111,2286.0,1986-07-01,1986-11-30
coCRAN,Rangely            Colorado,-108.79,40.1697222222,1976.3232,1984-07-01,1998-05-31
coCRCR,Red Creek  Colorado,-104.997777778,38.2072222222,1793.1384,2005-12-01,2015-12-31
coCRDS,Redstone  Colorado,-105.226388889,40.5708333333,1853.7936,2003-02-01,2015-12-31
coCRED,Red Deer           Colorado,-106.211111111,38.8272222222,2682.24,1985-01-01,2015-12-31
coCREF,Red Feather        Colorado,-105.572222222,40.7980555556,2499.36,1985-05-01,2015-12-31
coCRIF,Rifle              Colorado,-107.749166667,39.5122222222,1865.376,1984-07-01,2015-12-31
coCRMR,Rampart Range  Colorado,-104.952777778,38.9586111111,2806.2936,2005-12-01,2015-12-31
coCSAL,Salter             Colorado,-108.536388889,37.6511111111,2484.12,1990-04-01,2015-12-31
coCSAN,Sanborn Park       Colorado,-108.216666667,38.1916666667,2417.064,1985-07-01,2015-12-31
coCSDU,Great Sand Dunes  Colorado,-105.510833333,37.7266666667,2537.1552,2004-06-01,2015-12-31
coCSDV,San Doval  Colorado,-107.302777778,37.0994444444,2588.0568,1999-07-01,2015-12-31
coCSKL,Storm King Mtn. Lower    Colorado,-107.42,39.5625,2127.504,1995-03-01,2006-05-31
coCSKU,Storm King Mountain    Colorado,-107.42,39.5625,2680.1064,1995-03-01,2015-12-31
coCSLD,Salida - Portable     Colorado,-106.035555556,38.3841666667,2282.6472,1995-06-01,1995-12-31
coCSLP,Harbison Meadow  Colorado,-105.8375,40.2702777778,2590.8,2003-02-01,2015-12-31
coCSOC,South Canyon  Colorado,-107.366111111,39.5330555556,2558.796,2002-07-01,2005-08-31
coCSOD,Soda Creek         Colorado,-105.986388889,39.56,2926.08,1986-09-01,2015-12-31
coCSUL,Sullivan Creek  Colorado,-105.680833333,38.2866666667,2502.7128,1996-06-01,1999-12-31
coCTAY,Taylor Park        Colorado,-106.601666667,38.9077777778,3172.968,1987-10-01,2015-12-31
coCTHM,Thompson Mtn Colorado  CCDBLMFTS2,-105.390833333,38.6197222222,2579.5224,2003-02-01,2012-03-31
coCUTE,Ute Canyon    Colorado,-102.630277778,37.0608333333,1332.5856,2004-12-01,2015-12-31
coCWAT,Waterton North  Colorado,-105.209166667,39.4822222222,2659.38,2002-07-01,2012-03-31
coCWSC,Willis Creek       Colorado,-105.056388889,38.0038888889,2804.16,1989-12-01,2015-12-31
coCWWC,Willow Creek       Colorado,-106.215277778,40.3516666667,2962.656,1985-06-01,2015-12-31
idI3MI,3 Mile  Idaho,-112.108055556,44.3958333333,2019.3,2001-06-01,2015-12-31
idIAN1,IDARNG1 RG2  Idaho,-116.150833333,43.2727777778,1007.0592,2005-12-01,2015-12-31
idIAN2,IDARNG2 RG14  Idaho,-116.025277778,43.2025,918.0576,2005-12-01,2015-12-31
idIAN3,IDARNG3 D2  Idaho,-115.997222222,43.1055555556,889.4064,2005-12-01,2015-06-30
idIARC,Arco                 Idaho,-113.387222222,43.6230555556,1639.824,1986-11-01,2015-12-31
idIBAS,Banner Summit  Idaho,-115.233333333,44.3033333333,2164.08,1999-11-01,2011-01-31
idIBEA,Bearskin Creek       Idaho,-115.55,44.385,2042.16,1985-07-01,2015-12-31
idIBER,Berger Butte         Idaho,-114.727777778,42.4061111111,1368.552,1986-11-01,1997-05-31
idIBOF,Bonners Ferry  Idaho,-116.336111111,48.6755555556,536.448,2002-10-01,2015-12-31
idIBON,Bonanza             Idaho,-114.566666667,44.375,1953.768,1985-05-01,2015-12-31
idIBRA,Brace Flat           Idaho,-116.69,42.3497222222,1493.52,1990-05-01,2015-12-31
idIBUL,Bull Spring          Idaho,-114.484722222,42.08,1737.36,1990-06-01,2015-12-31
idICAN,Canyon Creek  Idaho,-115.246944444,44.2297222222,2171.0904,1999-11-01,2015-12-31
idICGM,Craig Mountain (Portable) Idaho,-116.818333333,46.1283333333,1426.464,1998-05-01,1998-10-31
idICHA,Chausse              Idaho,-111.116666667,42.1744444444,1975.104,1985-08-01,1997-05-31
idICHL,Challis  Idaho,-114.222777778,44.5041666667,1600.2,1997-01-01,2015-12-31
idICIT,City of Rocks  Idaho,-113.631111111,42.0911111111,1623.06,2010-12-01,2015-12-31
idICLA,Clarkia  Idaho,-116.266666667,47.0208333333,938.784,2001-09-01,2005-05-31
idICOP,Copper Basin         Idaho,-113.833333333,43.8,2383.536,1985-01-01,2015-12-31
idICOR,Corral Creek  Idaho,-116.897777778,46.0333333333,819.912,2005-12-01,2015-06-30
idICOT,Cotton  Idaho,-116.8825,46.0225,893.064,2002-02-01,2008-03-31
idICRX,Castlehead RX (NPS#2)  Idaho,-116.813611111,42.435,1874.52,2007-08-01,2007-10-31
idICRY,Crystal              Idaho,-113.16,42.99,1543.5072,1985-01-01,2015-12-31
idIDEA,Catfish    Idaho,-117.167777778,44.3255555556,1088.136,1990-06-01,2015-12-31
idIDEN,Dent  Idaho,-116.218333333,46.6216666667,518.16,1998-05-01,2015-07-31
idIDEP,Bull Canyon          Idaho,-112.705555556,42.3652777778,1950.72,1990-06-01,2015-12-31
idIDER,Deer Haven           Idaho,-115.151666667,43.1744444444,1691.64,1990-06-01,2015-12-31
idIDIA,Diamond Flat    Idaho,-111.216666667,42.8666666667,2286.0,1999-07-01,2015-12-31
idIDRY,Dry Creek            Idaho,-115.733333333,43.3569444444,1447.8,1993-04-01,1994-02-28
idIDTC,Dennis Tech Center  Idaho,-116.283333333,43.5716666667,840.9432,2015-04-01,2015-12-31
idIEAG,Eagle  Idaho,-115.536666667,46.8008333333,1737.36,2000-07-01,2014-10-31
idIEZR,Ezra Creek           Idaho,-114.026388889,44.8463888889,2029.968,1990-07-01,2015-12-31
idIFEN,Fenn               Idaho,-115.534722222,46.1,463.296,1996-06-01,2015-12-31
idIFIS,Fish Hook            Idaho,-115.875,47.1291666667,1432.56,1985-01-01,2015-12-31
idIFLE,Fleck Summit  Idaho,-114.898888889,43.6197222222,1981.2,1997-06-01,2015-12-31
idIFLI,Flint Creek          Idaho,-112.183333333,42.0791666667,1584.96,1985-06-01,2015-12-31
idIFOX,Fox Trail Ridge  Idaho,-115.256944444,44.1830555556,1833.0672,2005-12-01,2015-12-31
idIGAS,Gas Caves            Idaho,-111.779166667,44.1677777778,1749.552,1988-12-01,2015-12-31
idIGET,Getch Hollow         Idaho,-111.237777778,42.3,1953.768,1985-01-01,1995-12-31
idIGOO,Goose Creek          Idaho,-113.895833333,42.095,1725.168,1990-06-01,2015-12-31
idIGRA,Grace                Idaho,-111.854722222,42.5372222222,1892.808,1986-11-01,2015-12-31
idIGRG,Grangeville            Idaho,-116.122777778,45.9380555556,1004.6208,1993-06-01,1994-07-31
idIGRL,Dale Bitner  Idaho,-111.379444444,43.0497222222,1947.9768,2002-06-01,2015-11-30
idIHAN,Hansel Mountain      Idaho,-112.552777778,42.0836111111,1691.0304,1990-06-01,1997-05-31
idIHAY,Hayden Lake  Idaho,-116.8125,47.7791666667,706.5264,2001-06-01,2005-07-31
idIHOO,Hoodoo  Idaho,-116.792777778,48.0530555556,691.896,2004-12-01,2015-12-31
idIHPK,Horton Peak          Idaho,-114.756111111,43.9480555556,2560.32,1985-07-01,2015-12-31
idIHSB,Horse Butte          Idaho,-115.227777778,42.4172222222,1524.0,1985-01-01,2015-12-31
idIIND,Indianola            Idaho,-114.166666667,45.3833333333,1066.8,1987-10-01,2015-12-31
idIISP,Island Park  Idaho,-111.383333333,44.4166666667,1915.3632,1999-09-01,2015-12-31
idIJBB,Juniper Butte Bomb Range  Idaho,-115.362777778,42.3297222222,1500.5304,2013-05-01,2015-11-30
idIJHN,Johnson Creek  Idaho,-116.639722222,44.7597222222,1889.76,1998-09-01,1999-11-30
idIKEL,Kelly                Idaho,-115.166666667,46.6666666667,834.2376,1990-05-01,2015-10-31
idIKRI,Kriley Creek         Idaho,-113.893333333,45.3555555556,1584.96,1990-07-01,2015-12-31
idILAK,Lake Hills           Idaho,-113.9075,43.4508333333,1822.704,1990-06-01,1997-05-31
idILAP,Lapwai          Idaho,-116.800833333,46.3938888889,310.896,1998-08-01,1999-07-31
idILCR,Little Creek          Idaho,-114.9,44.5,1408.176,1985-05-01,2015-12-31
idILEA,Leadore Creek        Idaho,-113.35,44.7,1828.8,1987-07-01,2015-12-31
idILIN,Lines Creek  Idaho,-116.227777778,47.1083333333,1560.576,2001-10-01,2015-12-31
idILIT,Little Anderson       Idaho,-115.880555556,44.0911111111,1389.888,1993-05-01,2015-12-31
idILOD,Lodgepole            Idaho,-115.187222222,45.3786111111,1859.28,1987-05-01,2015-12-31
idILUC,Lucky Peak  Idaho,-115.9925,43.5875,966.216,1998-12-01,2012-12-31
idIMAR,Mariah  Idaho,-115.310555556,45.5366666667,1039.368,2004-10-01,2015-12-31
idIMAU,Maud Mountain        Idaho,-112.580555556,44.2166666667,1877.568,1990-06-01,1997-05-31
idIMGP,Magee Peak  Idaho,-116.301666667,47.8836111111,1480.1088,2004-12-01,2015-12-31
idIMHO,Mountain Home  Idaho,-115.87,43.0283333333,914.4,2002-05-01,2015-12-31
idIMIS,Mission Creek  Idaho,-116.687777778,46.2880555556,1036.32,2007-10-01,2015-12-31
idIMNK,Mink Creek  Idaho,-112.397222222,42.7941666667,1408.176,2004-03-01,2004-12-31
idIMOD,Moody                Idaho,-111.579166667,43.65,2145.792,1985-06-01,2015-12-31
idIMOL,Moburg Canyon       Idaho,-113.152777778,42.0430555556,1950.72,1985-01-01,2015-12-31
idIMOO,Moose Creek          Idaho,-114.55,46.0697222222,749.808,1990-05-01,2015-12-31
idIMUD,Mud Flat             Idaho,-116.550277778,42.6038888889,1739.4936,1986-08-01,1997-04-30
idIMUL,Mulkey Bar           Idaho,-113.394444444,44.1625,1926.336,1990-06-01,2014-05-31
idIN11,NPS #11 Big Creek  Idaho,-115.318055556,45.1372222222,1760.22,2003-01-01,2003-09-30
idINEZ,Nez Perce Tribe-Spaulding  Idaho,-116.825277778,46.4477777778,227.6856,2004-07-01,2006-12-31
idINFK,North Fork (Portable)   Idaho,-116.208055556,43.5994444444,871.728,1999-05-01,2007-06-30
idINOR,North Fork  Idaho,-114.420833333,43.7897222222,1917.192,1999-06-01,2015-12-31
idINUC,Nuckols  Idaho,-115.946111111,47.5083333333,1267.968,2001-09-01,2015-12-31
idIOHI,Ohio Gulch           Idaho,-114.315833333,43.6008333333,1895.856,1990-06-01,2015-12-31
idIPC3,Panther  Idaho (Class III 3-C),-114.488333333,43.5497222222,2244.852,2007-09-01,2010-10-31
idIPCK,Pole Creek           Idaho,-115.786111111,42.0694444444,1725.168,1990-05-01,2015-12-31
idIPCN,Pole Canyon          Idaho,-111.833333333,42.8988888889,2042.16,1990-07-01,2015-12-31
idIPCR,Pine Creek Pass Idaho (Teton Cty),-111.200833333,43.54,2206.752,2002-09-01,2015-12-31
idIPIE,Pierce               Idaho,-115.833333333,46.5,940.308,1990-04-01,2015-12-31
idIPIN,Pine Creek           Idaho,-116.18,44.25,1341.12,1985-05-01,2015-12-31
idIPIT,Pittsburg Landing     Idaho,-116.468611111,45.6375,350.52,1993-10-01,2015-12-31
idIPOB,Potter Butte         Idaho,-113.574444444,43.2261111111,1502.664,1990-06-01,2015-12-31
